Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
SPCX,The Spac and New Issue ETF,29.33,-0.04,-0.14%,29.44,29.2,118445,3/16/21
SPDN,S&P 500 Bear 1X Direxion,17.3,0.02,0.12%,17.33,17.23,2089519,3/16/21
SPDW,SPDR World Ex-US Portfolio ETF,35.69,0.06,0.17%,35.76,35.63,971012,3/16/21
SPEM,SPDR Emerging Markets Portfolio ETF,44.63,0.21,0.47%,44.74,44.42,925866,3/16/21
SPEU,Stoxx Europe 50 SPDR,39.65,0.11,0.27%,39.67,39.57,16438,3/16/21
SPG,Simon Property Group,117.19,-3.82,-3.16%,121.11,116.75,3647984,3/16/21
SPGI,S&P Global Inc,348.61,-2.88,-0.82%,357.95,347.78,1352253,3/16/21
SPH,Suburban Propane Partners LP,15.58,0.09,0.58%,15.69,15.25,364767,3/16/21
SPHB,S&P 500 High Beta Invesco ETF,70.77,-1.83,-2.52%,72.35,70.56,1333559,3/16/21
SPHD,S&P 500 High Dividend Low Vol Invesco ETF,42.6,-0.23,-0.54%,42.71,42.44,814928,3/16/21
SPHQ,S&P 500 Quality Invesco ETF,43.98,0.13,0.30%,44.17,43.86,294745,3/16/21
SPI,Spi Energy CO Ads,7.8,-0.04,-0.51%,8.06,7.58,516241,3/16/21
SPIB,SPDR Intermediate Term Corporate Bond Portfolio,36.23,-0.01,-0.03%,36.28,36.23,3957609,3/16/21
SPIP,TIPS Barclays ETF SPDR,30.55,0.07,0.23%,30.59,30.5,679144,3/16/21
SPKE,Spark Energy,10.88,-0.01,-0.09%,10.88,10.68,158015,3/16/21
SPLB,SPDR Long Term Corporate Bond Portfolio ETF,29.75,-0.06,-0.20%,29.88,29.65,1430356,3/16/21
SPLG,SPDR Large Cap Portfolio ETF,46.58,-0.05,-0.11%,46.79,46.46,3087149,3/16/21
SPLK,Splunk Inc,139.03,0.5,0.36%,142.16,138.37,2005605,3/16/21
SPLV,S&P 500 Low Vol Invesco ETF,56.8,0.03,0.05%,56.96,56.68,2594253,3/16/21
SPNE,Seaspine Holdings,18.65,-0.53,-2.76%,19.36,18.3,102423,3/16/21
SPNS,Sapiens Intl Cp NV,32.91,-0.14,-0.42%,33.53,32.51,96729,3/16/21
SPNT,Siriuspoint Ltd,10.85,-0.39,-3.47%,11.5,10.75,529278,3/16/21
SPOK,Spok Holdings Inc,11.21,-0.21,-1.84%,11.42,11.2,81201,3/16/21
SPOT,Spotify Technology S.A.,284.69,-0.77,-0.27%,292.66,280.27,891709,3/16/21
SPPI,Spectrum Pharma Inc,3.52,-0.14,-3.83%,3.72,3.44,3545402,3/16/21
SPR,Spirit Aerosystems Holdings,50.16,-1.75,-3.37%,51.93,49.51,2501806,3/16/21
SPRO,Spero Therapeutics Inc,16.68,-0.13,-0.77%,17.47,16.55,194698,3/16/21
SPRQ,Spartan Acquisition Corp II Cl A,10.51,-0.31,-2.87%,10.79,10.37,674126,3/16/21
SPRT,Support.com Inc,2.12,-0.01,-0.47%,2.16,2.1,45990,3/16/21
SPSB,SPDR Short Term Corporate Bond Portfolio ETF,31.28,0.02,0.06%,31.29,31.26,824902,3/16/21
SPSC,Sps Commerce Inc,106.96,-0.59,-0.55%,109,105.92,96141,3/16/21
SPSM,SPDR Small Cap Portfolio ETF,44.01,-0.73,-1.63%,44.66,43.87,1575994,3/16/21
SPT,Sprout Social Inc Cl A,63.1,1.86,3.04%,65.11,61.49,863332,3/16/21
SPTI,Interm-Term Treasury ETF SPDR,32.22,0.01,0.03%,32.26,32.21,1867697,3/16/21
SPTL,SPDR Long Term Treasury Portfolio ETF,39.17,-0.11,-0.28%,39.36,39,1672550,3/16/21
SPTM,SPDR Total Stock Market Portfolio ETF,49.28,-0.12,-0.24%,49.5,49.15,348226,3/16/21
SPTN,Spartannash Company,20.77,0.32,1.54%,20.81,20.1,345816,3/16/21
SPTS,SPDR Short Term Treasury Portfolio ETF,30.66,-0.01,-0.03%,30.67,30.66,369087,3/16/21
SPWH,Sportsman's Wareh,17.27,0,0.00%,17.35,17.17,235110,3/16/21
SPWR,Sunpower Corp,34,-2.95,-7.98%,36.25,33.12,4626011,3/16/21
SPXC,SPX Corp,60.6,-0.76,-1.24%,61.07,59.46,210480,3/16/21
SPXL,S&P 500 Bull 3X Direxion,84.14,-0.33,-0.39%,85.32,83.56,5585585,3/16/21
SPXS,S&P 500 Bear 3X Direxion,31.86,0.1,0.31%,32.08,31.42,5254913,3/16/21
SPXU,Ultrapro Short S&P 500 Proshares,24.07,0.08,0.33%,24.25,23.74,6668115,3/16/21
SPXZ,Morgan Creek Exos Spac Originated ETF,23.92,-0.58,-2.37%,24.63,23.79,21422,3/16/21
SPY,S&P 500 SPDR,395.91,-0.5,-0.13%,397.83,395.08,73745992,3/16/21
SPYD,SPDR S&P 500 High Dividend Portfolio ETF,39.37,-0.55,-1.38%,39.75,39.16,1874448,3/16/21
SPYG,SPDR S&P 500 Growth Portfolio ETF,56.31,0.27,0.48%,56.8,56.08,1067289,3/16/21
SPYV,SPDR S&P 500 Value Portfolio ETF,38.03,-0.26,-0.68%,38.18,37.93,2624340,3/16/21
SQ,Square,243.36,-7.87,-3.13%,252.5,238.67,7490952,3/16/21
SQBG,Sequential Brands,27.73,-3.82,-12.11%,31.49,27.12,58648,3/16/21
SQM,Sociedad Quimica Y Minera S.A.,55.38,-1.73,-3.03%,58.28,54.62,876552,3/16/21
SQQQ,Ultrapro Short QQQ Proshares,13.16,-0.22,-1.64%,13.35,12.71,92514180,3/16/21
SR,Spire Inc,75.53,0.89,1.19%,75.78,74,402075,3/16/21
SRAC,Stable Road Acquisition Corp Cl A,15.04,-1.06,-6.58%,16.45,14.62,673901,3/16/21
SRAX,Social Reality Inc,4.09,-0.39,-8.71%,4.5,4.09,461741,3/16/21
SRC,Spirit Realty Capital Inc,43.4,-0.61,-1.39%,44.45,43.13,693102,3/16/21
SRCE,1st Source Corp,46.93,-1.01,-2.11%,47.76,46,69406,3/16/21
SRCL,Stericycle Inc,68.18,-2.11,-3.00%,70.68,68.01,1023740,3/16/21
SRDX,Surmodics Inc,54.08,-0.77,-1.40%,54.68,53.86,57201,3/16/21
SRE,Sempra Energy,131.23,-0.77,-0.58%,132.23,130.18,1648132,3/16/21
SRET,G-X Super Dividend REIT ETF,9.61,-0.05,-0.52%,9.75,9.6,397715,3/16/21
SREV,Servicesrce Intl Inc,1.67,-0.09,-5.11%,1.7699,1.635,210433,3/16/21
SRG,Seritage Growth Properties,21.7,-0.74,-3.30%,22.69,21.35,398766,3/16/21
SRGA,Surgalign Hldg Inc,2.51,-0.1,-3.83%,2.64,2.46,1106187,3/16/21
SRI,Stoneridge Inc,35.98,-0.03,-0.08%,37.13,34.78,137041,3/16/21
SRLN,Blackstone Gso Senior Loan SPDR,45.79,0.01,0.02%,45.86,45.76,1181948,3/16/21
SRLP,Sprague Resources LP,22.46,0.73,3.36%,22.46,21.16,50585,3/16/21
SRNE,Sorrento Therpt,10.18,-0.22,-2.12%,10.5,9.94,6205066,3/16/21
SRPT,Sarepta Therapeutics,84.44,-1.5,-1.75%,88.39,83.54,964784,3/16/21
SRRK,Scholar Rock Holding Corp,66.41,-1.61,-2.37%,70,64.96,178523,3/16/21
SRS,Ultrashort Real Estate Proshares,10.57,0.07,0.67%,10.65,10.45,163062,3/16/21
SRT,Startek Inc,9.19,0.15,1.66%,9.8,8.89,223469,3/16/21
SRTY,Ultrapro Short Russell 2000 Proshares,9.77,0.47,5.05%,9.94,9.35,6041462,3/16/21
SRVR,Pacer Benchmark & Infrastructure Real Estate ETF,35.7,0.21,0.59%,35.94,35.53,219616,3/16/21
SSB,South State Cp,87.6,-0.97,-1.10%,88.2,85.63,308188,3/16/21
SSD,Simpson Manufacturing Company,109.27,0.71,0.65%,109.66,107.36,241790,3/16/21
SSL,Sasol Ltd,15.01,-0.21,-1.38%,15.33,14.98,505349,3/16/21
SSNC,SS&C Technologies,68.8,-0.48,-0.69%,70.12,68.76,1228343,3/16/21
SSO,Ultra S&P 500 Proshares,101.68,-0.25,-0.25%,102.56,101.19,1645682,3/16/21
SSP,E.W. Scripps Company,23.63,0.17,0.72%,23.82,22.94,641889,3/16/21
SSPK,Silver Spike Acquisition Corp Cl A,21.09,-0.75,-3.43%,22.36,19.87,445359,3/16/21
SSRM,Ssr Mining Inc,15.33,-0.15,-0.97%,15.49,15.16,1036848,3/16/21
SSSS,Sutter Rock Capital Corp,13.82,0.08,0.58%,13.97,13.5,332905,3/16/21
SSTK,Shutterstock Inc,92.1,0.87,0.95%,95.29,91.02,236998,3/16/21
SSYS,Stratasys Ltd,27.49,-2.27,-7.63%,30.35,26.62,2113105,3/16/21
ST,Sensata Technologies Holding N.V.,63.13,-0.72,-1.13%,64,62.78,1004990,3/16/21
STAA,Staar Surgical Company,92.5,-0.69,-0.74%,95.89,90.76,364430,3/16/21
STAG,STI Inc,34.46,0.06,0.17%,34.7,34.27,1172785,3/16/21
STAR,Istar Financial Inc,18.04,-0.1,-0.55%,18.22,17.82,456187,3/16/21
STAY,Extended Stay America Inc,19.3,0.09,0.47%,19.4,19.25,15742450,3/16/21
STBA,S&T Bancorp Inc,33.41,-0.38,-1.12%,33.72,32.72,122143,3/16/21
STC,Stewart Information Services Corp,53.8,-0.76,-1.39%,54.57,53.25,172132,3/16/21
STCN,Steel Connect Inc,1.76,-0.03,-1.68%,1.83,1.69,101088,3/16/21
STE,Steris Corp,186.87,-0.19,-0.10%,188.18,185.52,504618,3/16/21
STEP,Stepstone Group Inc Cl A,33.88,1.88,5.88%,34.15,31.76,190334,3/16/21
STFC,State Auto Finl Corp,20.63,-0.21,-1.01%,20.63,20.21,36537,3/16/21
STIC,Northern Star Acquisition Cl A,11.21,-0.74,-6.19%,12.3,11.15,721220,3/16/21
STIM,Neuronetics Inc,13.73,-0.74,-5.11%,14.4,13.56,517947,3/16/21
STKL,Sunopta Inc,14.76,-0.17,-1.14%,15.28,14.33,762822,3/16/21
STL,Sterling Bancorp,24.42,-0.26,-1.05%,24.7,24.06,3691880,3/16/21
STLA,Stellantis N.V.,17.5,-0.34,-1.91%,17.79,17.46,2864213,3/16/21
STLD,Steel Dynamics Inc,46.83,-1.72,-3.54%,48.87,46.82,3705202,3/16/21
STM,Stmicroelectronics N.V.,36.4,-0.1,-0.27%,36.92,36.31,2509263,3/16/21
STMP,Stamps.com Inc,190.76,-2.74,-1.42%,197.22,189.55,257543,3/16/21
STNE,Stoneco Ltd Cl A,69.53,-1.26,-1.78%,73,68.34,1989597,3/16/21
STNG,Scorpio Tankers Inc,18.54,-0.93,-4.78%,19.32,18.45,1452977,3/16/21
STOK,Stoke Therapeutics Inc,50.45,-1.58,-3.04%,53.68,49.01,80321,3/16/21
STON,Stonemor Partners LP,2.2,-0.05,-2.22%,2.31,2.16,137383,3/16/21
STOR,Store Capital Corpstore Capital,33.7,-0.62,-1.81%,34.43,33.67,1510082,3/16/21
STPK,Star Peak Energy Transition Corp Cl A,30.86,-3.38,-9.87%,35.05,29.35,4036774,3/16/21
STRA,Strayer Education,86.47,-1.38,-1.57%,88.57,86.02,93111,3/16/21
STRL,Sterling Constructio,21.77,-1.09,-4.77%,22.9,21.55,327075,3/16/21
STRO,Sutro Biopharma Inc,23.65,0,0.00%,24.4,22.64,270878,3/16/21
STT,State Street Corp,83.65,-0.02,-0.02%,84.02,82.72,3060036,3/16/21
STWD,Starwood Property Trust,24.57,-0.28,-1.13%,24.94,24.53,2372474,3/16/21
STX,Seagate Tech Ord Shs,75.48,0.07,0.09%,75.99,74.7,2454229,3/16/21
STXS,Stereotaxis Inc,7.28,0.07,0.97%,7.43,7.12,265080,3/16/21
STZ,Constellation Brands Inc,230.63,0.77,0.33%,232.91,230.05,661431,3/16/21
SU,Suncor Energy Inc,22.76,-0.53,-2.28%,23.11,22.56,10705956,3/16/21
SUBZ,Roundhill Streaming Services & Technology ETF,14.53,0.09,0.65%,14.77,14.42,64560,3/16/21
SUI,Sun Communities,151.12,0.37,0.25%,152.65,149.37,442342,3/16/21
SUM,Summit Materials Inc,28.7,-1.4,-4.65%,30,28.34,1682346,3/16/21
SUMO,Sumo Logic Inc,20.81,-1.16,-5.28%,22.34,20.55,6325695,3/16/21
SUN,Sunoco LP,32.15,-0.36,-1.11%,32.57,32.11,561705,3/16/21
SUNS,Slr Senior Investment Corp,15.65,0.04,0.26%,15.7,15.43,74654,3/16/21
SUNW,Sunworks Inc,13.53,-1.44,-9.62%,15.18,13,3868309,3/16/21
SUP,Superior Industries International,6.45,-0.02,-0.31%,6.49,6.23,179623,3/16/21
SUPN,Supernus Pharm,26.33,-0.47,-1.75%,26.9,26.07,219615,3/16/21
SUPV,Grupo Supervielle S.A.,1.93,-0.09,-4.46%,2.07,1.93,686042,3/16/21
SURF,Surface Oncology Inc,8.74,-0.14,-1.58%,9,8.45,959042,3/16/21
SUSL,Ishares ESG MSCI USA Leaders ETF,68.95,-0.07,-0.10%,69.3,68.9,10330,3/16/21
SVAC,Starboard Value Acquisition Corp Cl A,10.08,-0.01,-0.10%,10.14,10.04,341618,3/16/21
SVC,Service Properties Trust,13.37,-0.28,-2.05%,13.72,13.19,695511,3/16/21
SVM,Silvercorp Metals Inc,5.3,-0.11,-2.03%,5.42,5.25,893670,3/16/21
SVMK,Svmk Inc,18.69,-0.08,-0.43%,19.33,18.53,811030,3/16/21
SVRA,Savara Inc,2.05,0.28,15.82%,3.58,1.92,131245094,3/16/21
SVVC,Firsthand Technology,5.8,-0.03,-0.43%,5.96,5.77,6967,3/16/21
SVXY,VIX Short-Term Fut Short Proshares,44.5,0.26,0.59%,44.85,44.15,3433636,3/16/21
SWAV,Shockwave Medical Inc,114.45,-1.25,-1.08%,119.72,112.19,811265,3/16/21
SWBI,Smith & Wesson Brands Inc,19.01,0.41,2.20%,19.29,18.2,1437288,3/16/21
SWCH,Switch Inc,15.62,0.1,0.64%,15.85,15.48,2878610,3/16/21
SWI,Solarwinds Corp,17.03,-0.21,-1.22%,17.44,16.92,610168,3/16/21
SWIR,Sierra Wireless IN,17.94,-0.09,-0.50%,18.21,17.63,270451,3/16/21
SWK,Stanley Black & Decker Inc,190.13,-3.01,-1.56%,193.29,189.18,893145,3/16/21
SWKS,Skyworks Solutions,181.04,2.25,1.26%,184.34,179.78,1954181,3/16/21
SWM,Schweitzer-Mauduit International,46.42,-1.45,-3.03%,48.4,45.6,232544,3/16/21
SWN,Southwestern Energy Company,4.33,0.01,0.23%,4.47,4.22,14638833,3/16/21
SWX,Southwest Gas Corp,67.26,0.99,1.49%,68.43,65.9,1652217,3/16/21
SXC,Suncoke Energy Inc,6.68,-0.54,-7.48%,7.2,6.62,1245893,3/16/21
SXI,Standex International Corp,103.51,-3.03,-2.84%,105.92,103.03,33264,3/16/21
SXT,Sensient Technologies Corp,80.25,0.72,0.91%,80.48,78.52,273246,3/16/21
SYBX,Synlogic Inc,3.79,0,0.00%,3.88,3.68,467588,3/16/21
SYF,Synchrony Financial,42.2,-0.62,-1.45%,42.69,41.31,6820192,3/16/21
SYK,Stryker Corp,238.03,-3.22,-1.33%,242.09,236.38,1111801,3/16/21
SYKE,Sykes Enterprises,44.59,-0.2,-0.45%,44.75,44.08,90581,3/16/21
SYNA,Synaptics Inc,140.36,3.15,2.30%,142.29,135.42,464545,3/16/21
SYNC,Synacor Inc,2.18,-0.01,-0.46%,2.19,2.18,555894,3/16/21
SYNH,Syneos Health Inc,74.91,-0.62,-0.82%,75.97,73.64,827598,3/16/21
SYNL,Synalloy Cp,9.3,-0.6,-6.06%,9.72,9.18,32646,16:01 ET
SYRS,Syros Pharmaceuticals,9.24,-0.16,-1.75%,9.81,8.96,520072,3/16/21
SYX,Systemax Inc,38.32,0.24,0.63%,38.38,37.69,72404,3/16/21
SYY,Sysco Corp,80.45,-2.79,-3.35%,82.64,80.17,2428725,3/16/21
T,AT&T Inc,29.99,0.06,0.20%,30.04,29.69,38239637,3/16/21
TA,Travelcenters of America Llc,27.73,-0.07,-0.25%,27.88,26.54,169113,3/16/21
TACO,Del Taco Rest,11.15,-0.21,-1.85%,11.37,11.01,214321,3/16/21
TACT,Transact Tech Inc,11.95,-0.15,-1.24%,12,11.85,35266,3/16/21
TAIL,Cambria Tail Risk ETF,19.1,0,0.00%,19.17,19.09,150132,3/16/21
TAK,Takeda Pharmaceutical CO Ltd,18.91,0.04,0.21%,19.03,18.88,2532279,3/16/21
TAL,Tal Education Group,70.33,0.39,0.56%,71.35,69.6,2294559,3/16/21
TALO,Talos Energy Inc,13.81,-0.66,-4.56%,14.3,13.61,902899,3/16/21
TAN,Solar Invesco ETF,94.36,-2.01,-2.09%,97.75,92.88,1897778,3/16/21
TAP,Molson Coors Brewing Company,48.41,0.77,1.62%,48.7,46.75,3363058,3/16/21
TARO,Taro Pharm Inds,78.5,0.15,0.19%,79.7,77.73,25699,3/16/21
TAST,Carrols Rstrnt Group,7.3,-0.52,-6.65%,7.77,7.19,502054,3/16/21
TBA,Thoma Bravo Advantage Cl A,10.58,-0.23,-2.13%,10.95,10.55,819331,3/16/21
TBBK,The Bancorp Inc,23,-1.2,-4.96%,24.42,22.87,657789,3/16/21
TBF,20+ Year Short Treasury Proshares,18.06,0.03,0.17%,18.14,17.96,1216815,3/16/21
TBI,Trueblue Inc,21.84,-0.34,-1.53%,22.13,21.56,138764,3/16/21
TBIO,Translate Bio Inc,25.02,-0.22,-0.87%,26.3,24.1,599663,3/16/21
TBK,Triumph Bancorp,80.21,-1.03,-1.27%,81.21,79.07,74961,3/16/21
TBNK,Territorial Bancorp,28.59,-1.25,-4.19%,29.75,28.45,73148,16:01 ET
TBPH,Theravance Bio Ord,20.5,-0.1,-0.49%,20.51,20.01,234359,3/16/21
TBT,Ultrashort 20+ Year Treasury Proshares,21.62,0.15,0.70%,21.79,21.37,4938271,3/16/21
TCBI,Texas Capital Bncsh,86.74,-1.55,-1.76%,87.5,85.72,486847,3/16/21
TCBK,Trico Bancshares,49.29,-0.77,-1.54%,49.77,48.34,53305,3/16/21
TCDA,Tricida Inc,4.95,-0.12,-2.37%,5.15,4.87,326758,3/16/21
TCF,TCF Financial Corp,47.36,-1.29,-2.65%,48.07,46.94,750167,3/16/21
TCMD,Tactile Systems Technology Inc,51.32,-0.68,-1.31%,52.97,50.93,102487,3/16/21
TCOM,Trip.com Group Ltd,44.57,0.71,1.62%,45.08,43.91,4487283,3/16/21
TCON,Tracon Pharma,9.16,-0.28,-2.97%,9.45,8.85,208883,3/16/21
TCPC,TCP Capital Corp,14.37,-0.52,-3.49%,14.89,14.15,777254,3/16/21
TCRR,Tcr2 Therapeutics Inc,26.19,0.09,0.34%,26.68,25.33,223391,3/16/21
TCS,The Container Store Group Inc,17.4,-1.79,-9.33%,19.31,16.96,2189153,3/16/21
TCX,Tucows Inc Cl A,80.23,1.83,2.33%,80.93,77,56352,3/16/21
TD,Toronto Dominion Bank,66.02,0.23,0.35%,66.24,65.56,2832051,3/16/21
TDC,Teradata Corp,44,-0.21,-0.48%,45.2,43.61,782953,3/16/21
TDG,Transdigm Group Inc,606.78,-10.68,-1.73%,616.63,602.47,206633,3/16/21
TDIV,Nasdaq Technology Dividend Index Fund FT,53.98,0.39,0.73%,54.26,53.71,52263,3/16/21
TDOC,Teladoc Health Inc,198.76,-2.48,-1.23%,206.17,194.29,2423051,3/16/21
TDS,Telephone and Data Systems,23.06,-0.34,-1.45%,23.54,22.72,1346821,3/16/21
TDW,Tidewater Inc,12.98,-0.85,-6.15%,13.58,12.8,316001,3/16/21
TDY,Teledyne Technologies Inc,391.49,-7.65,-1.92%,399.59,389.2,173333,3/16/21
TEAM,Atlassian Cls A Ord,235.89,-0.73,-0.31%,241.04,233.18,1076826,3/16/21
TECH,Bio-Techne Cp,388.37,-8.64,-2.18%,404.8,384.91,172936,3/16/21
TECK,Teck Resources Ltd,21.93,-0.41,-1.84%,22.6,21.63,11913085,3/16/21
TECL,Technology Bull 3X Direxion,42.47,0.98,2.36%,43.6,41.84,2135970,3/16/21
TECS,Technology Bear 3X Direxion,7.4,-0.18,-2.37%,7.51,7.2,2711276,3/16/21
TEF,Telefonica S.A.,4.94,0.03,0.61%,4.95,4.88,1601670,3/16/21
TEL,Te Connectivity Ltd,134,-0.38,-0.28%,134.57,132.6,1435684,3/16/21
TELL,Tellurian Inc,2.64,-0.19,-6.71%,2.86,2.63,10334875,3/16/21
TEN,Tenneco Automotive,12.13,-0.57,-4.49%,12.84,11.93,1407449,3/16/21
TENB,Tenable Holdings Inc,40.28,0.15,0.37%,41.13,39.59,630573,3/16/21
TEO,Telecom Argentina Stet France Telecom S.A.,5.74,-0.16,-2.71%,6.14,5.72,406198,3/16/21
TER,Teradyne Inc,117.35,-0.4,-0.34%,119.99,116.1,2368473,3/16/21
TEUM,Pareteum Corp,0.485,-0.0025,-0.51%,0.509,0.4355,354925,3/16/21
TEVA,Teva Pharmaceutical Industries Ltd,11.1,-0.05,-0.45%,11.35,11.09,8635517,3/16/21
TEX,Terex Corp,46.83,-0.52,-1.10%,47.57,46.4,592269,3/16/21
TFC,Truist Financial Corp,58.24,-1.24,-2.08%,58.68,57.31,5617112,3/16/21
TFFP,Tff Pharmaceuticals Inc,16.92,-0.64,-3.64%,17.6,16.31,225298,3/16/21
TFI,Muni Bond ETF SPDR,51.75,-0.01,-0.02%,51.81,51.74,410691,3/16/21
TFLO,Treasury Floating Rate Bond Ishares ETF,50.28,-0.01,-0.01%,50.29,50.27,38107,3/16/21
TFSL,Tfs Financial Corp,20.89,-0.12,-0.57%,21.01,20.57,133664,3/16/21
TFX,Teleflex Inc,419.81,-9.63,-2.24%,429.03,416.41,219897,3/16/21
TG,Tredegar Corp,17.26,-0.29,-1.65%,17.54,17.03,125201,3/16/21
TGB,Taseko Mines Ltd,1.78,-0.02,-1.11%,1.86,1.7,4220426,3/16/21
TGH,Textainer Group Holdings,25.79,-0.81,-3.05%,26.74,25.72,338043,3/16/21
TGI,Triumph Group,18.34,-0.45,-2.39%,18.81,17.96,1309575,3/16/21
TGNA,Tegna Inc,19.72,0.07,0.36%,19.84,19.32,1673647,3/16/21
TGP,Teekay Lng Partners LP,14.83,-0.18,-1.20%,14.98,14.68,188899,3/16/21
TGS,Transportadora DE Gas Sa Ord B,4.75,0.04,0.85%,4.8,4.69,69057,3/16/21
TGT,Target Corp,180.21,-0.89,-0.49%,180.69,178.12,3440223,3/16/21
TGTX,Tg Therapeuticscmn,47.1,-1,-2.08%,48.72,46.42,1063141,3/16/21
THBR,Thunder Bridge Acquisition II Cl A,10.88,-0.48,-4.23%,11.28,10.7,828690,3/16/21
THC,Tenet Healthcare Corp,54.47,-3.09,-5.37%,57.88,53.7,722963,3/16/21
THCA,Tuscan Holdings Corp II,10.17,0.02,0.20%,10.2,10.11,172292,3/16/21
THCB,Tuscan Holdings Corp,15.23,-0.43,-2.75%,15.75,14.25,1791361,3/16/21
THCX,Spinnaker ETF Series The Cannabis ETF,21.47,-0.96,-4.28%,22.73,21.16,254900,3/16/21
THD,Thailand Ishares MSCI ETF,82.27,0,0.00%,82.37,82.03,58860,3/16/21
THFF,First Finl Corp [In],45.54,0.38,0.84%,45.76,44.17,49071,3/16/21
THG,The Hanover Insurance Group,128.77,-1.01,-0.78%,129.41,127.94,245923,3/16/21
THO,Thor Industries,148.02,1.12,0.76%,148.96,145.24,779328,3/16/21
THR,Thermon Group Holdings Inc,19.57,-0.92,-4.49%,20.32,19.5,107773,3/16/21
THRM,Gentherm Inc,80.85,0.13,0.16%,81.98,80.04,169966,3/16/21
THS,Treehouse Foods,53.84,0.51,0.96%,54.25,52.88,375862,3/16/21
TIGR,Up Fintech Holding Ltd ADR,21.27,-1.33,-5.88%,23.8,20.41,7562542,3/16/21
TILE,Interface Inc,13.9,-0.25,-1.77%,14.14,13.78,324789,3/16/21
TIMB,Tim S.A. ADR,11.82,0.06,0.51%,11.94,11.68,546263,3/16/21
TIP,TIPS Bond Ishares ETF,125.66,0.26,0.21%,125.78,125.45,1831344,3/16/21
TISI,Team Inc,10.99,-0.7,-5.99%,11.79,10.8,145677,3/16/21
TITN,Titan Machinery Inc,26.88,-0.48,-1.75%,27.49,26.63,133277,3/16/21
TJX,TJX Companies,66.72,-1.3,-1.91%,67.81,66.42,5947752,3/16/21
TK,Teekay Shipping Corp,3.58,0.02,0.56%,3.69,3.43,657020,3/16/21
TKC,Turkcell Iletisim Hizmetleri As,5.63,0.09,1.62%,5.64,5.56,428052,3/16/21
TKR,Timken Company,83.03,0.1,0.12%,85.98,82.21,1715556,3/16/21
TLH,10-20 Year Treas Bond Ishares ETF,140.85,-0.22,-0.16%,141.37,140.34,161617,3/16/21
TLMD,Telemed Inc,7.09,-0.34,-4.58%,7.51,7.07,351394,3/16/21
TLND,Talend S.A.,64.06,0.04,0.06%,64.55,63.9,565201,3/16/21
TLRY,Tilray Inc,26.97,-3.5,-11.47%,30.55,26.17,42228566,3/16/21
TLS,Telos Corp,35.74,0.62,1.77%,36.85,34.97,443287,3/16/21
TLSA,Tiziana Life Sciences Plc ADR,3.24,0.17,5.54%,3.24,3.05,180165,3/16/21
TLT,20+ Year Treas Bond Ishares ETF,136.31,-0.55,-0.40%,137.12,135.75,15566370,3/16/21
TLYS,Tilly's Inc,12.5,-0.47,-3.62%,12.8,12.27,333819,3/16/21
TM,Toyota Motor Corp Ltd Ord,152.1,-0.8,-0.52%,152.67,151.68,284803,3/16/21
TMDX,Transmedics Group Inc,42.79,-0.15,-0.35%,47.34,40.8,1008708,3/16/21
TME,Tencent Music Entertainment Group ADR,26.45,0.09,0.34%,26.85,25.85,11217078,3/16/21
TMF,20+ Year Trsy Bull 3X Direxion,22.46,-0.22,-0.97%,22.83,22.16,929498,3/16/21
TMHC,Taylor Morrison Home Corp,29.64,-0.72,-2.37%,30.91,29.59,791038,3/16/21
TMO,Thermo Fisher Scientific Inc,446.43,-6.39,-1.41%,455.72,442,2402407,3/16/21
TMP,Tompkinstrustco,88.31,-3.04,-3.33%,90.86,87.73,36141,3/16/21
TMQ,Trilogy Metals Inc,2.14,-0.06,-2.73%,2.21,2.14,321584,3/16/21
TMST,Timken Steel Corp,10.56,-0.23,-2.13%,11.25,10.5,949726,3/16/21
TMUS,T-Mobile US,127.78,2.15,1.71%,128.81,124.84,4432718,3/16/21
TMV,20+ Year Trsy Bear 3X Direxion,80.59,0.86,1.08%,81.56,79.2,447310,3/16/21
TMX,Terminix Global Hldgs Inc,49.33,-0.89,-1.77%,50.05,49.26,658452,3/16/21
TNA,Smallcap Bull 3X Direxion,102.92,-5.49,-5.06%,107.82,101,7651115,3/16/21
TNC,Tennant Company,80.99,-1.33,-1.62%,82.32,80.31,41057,3/16/21
TNDM,Tandem Diabetes Care,86.82,-0.22,-0.25%,89.04,85.56,948421,3/16/21
TNET,Trinet Group Inc,83.77,0.09,0.11%,84.01,82.95,147207,3/16/21
TNK,Teekay Tankers Ltd,14.62,-0.31,-2.08%,15,14.36,511729,3/16/21
TNL,Travel + Leisure CO,63.21,-1.66,-2.56%,64.92,62.83,457697,3/16/21
TNP,Tsakos Energy Navigation Ltd,9.82,-0.62,-5.94%,10.5,9.7,112531,3/16/21
TOL,Toll Brothers Inc,56.11,-0.63,-1.11%,57.72,55.81,1420331,3/16/21
TOT,Totalfinaelf S.A.,48.64,-0.6,-1.22%,48.79,48.05,1293399,3/16/21
TOUR,Tuniu Corporatio Ads,3.72,-0.22,-5.58%,4.08,3.7,1175078,3/16/21
TOWN,Towne Bank,31.33,-0.24,-0.78%,31.34,30.5,145426,3/16/21
TPB,Turning Point Brands,50.99,-1.78,-3.37%,53.33,50.37,160264,3/16/21
TPC,Tutor Perini Corp,18.32,-1.36,-6.91%,19.5,18.26,284474,3/16/21
